RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2020~2020~17~Q31~TCC02~AGE~SEX,2020,2020,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Sex,Male,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,5064,SEX,MALE
BRFSS~2020~2020~9002~Q31~TCC02~AGE~SEX,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,46.0,46.0,&,Regional estimates may not represent all states in the region,33.7,58.8,Age Group,50-64 years,Sex,Female,,C06,TCC02,Q31,9002,AGE,5064,SEX,FEMALE
BRFSS~2020~2020~16~Q31~TCC02~AGE~OVERALL,2020,2020,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,44.3,44.3,,,31.7,57.6,Age Group,50-64 years,,,POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,5064,OVERALL,OVERALL
BRFSS~2020~2020~21~Q31~TCC02~AGE~RACE,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,65PLUS,RACE,BLK
BRFSS~2020~2020~21~Q31~TCC02~AGE~SEX,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Sex,Male,POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,65PLUS,SEX,MALE
BRFSS~2020~2020~23~Q31~TCC02~AGE~OVERALL,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,20.0,20.0,,,15.2,25.9,Age Group,65 years or older,,,POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2020~2020~16~Q31~TCC02~AGE~RACE,2020,2020,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,34.7,34.7,,,27.0,43.2,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2020~2020~15~Q31~TCC02~AGE~RACE,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,5064,RACE,WHT
BRFSS~2020~2020~26~Q31~TCC02~AGE~RACE,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2020~2020~26~Q31~TCC02~AGE~RACE,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,5064,RACE,BLK
BRFSS~2020~2020~15~Q31~TCC02~AGE~RACE,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2020~2020~17~Q31~TCC02~AGE~RACE,2020,2020,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2020~2020~16~Q31~TCC02~AGE~SEX,2020,2020,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,20.5,20.5,,,12.3,32.1,Age Group,65 years or older,Sex,Male,POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,65PLUS,SEX,MALE
BRFSS~2020~2020~23~Q31~TCC02~AGE~RACE,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,5064,RACE,NAA
BRFSS~2020~2020~26~Q31~TCC02~AGE~RACE,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,27.6,27.6,,,17.6,40.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2020~2020~26~Q31~TCC02~AGE~RACE,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,5064,RACE,NAA
BRFSS~2020~2020~17~Q31~TCC02~AGE~SEX,2020,2020,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Sex,Male,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,65PLUS,SEX,MALE
BRFSS~2020~2020~21~Q31~TCC02~AGE~SEX,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,45.7,45.7,,,35.0,56.9,Age Group,Overall,Sex,Female,POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2020~2020~9002~Q31~TCC02~AGE~RACE,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,13.9,13.9,&,Regional estimates may not represent all states in the region,3.8,39.9,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2020~2020~15~Q31~TCC02~AGE~SEX,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,35.3,35.3,,,22.5,50.7,Age Group,65 years or older,Sex,Female,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,65PLUS,SEX,FEMALE
BRFSS~2020~2020~15~Q31~TCC02~AGE~OVERALL,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,30.4,30.4,,,21.7,40.7,Age Group,65 years or older,,,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2020~2020~23~Q31~TCC02~AGE~SEX,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.3,29.3,,,23.0,36.5,Age Group,Overall,Sex,Female,POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2020~2020~16~Q31~TCC02~AGE~RACE,2020,2020,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,65PLUS,RACE,HIS
BRFSS~2020~2020~23~Q31~TCC02~AGE~RACE,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,19.4,19.4,,,14.6,25.3,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,65PLUS,RACE,WHT
BRFSS~2020~2020~26~Q31~TCC02~AGE~SEX,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Sex,Male,POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,5064,SEX,MALE
BRFSS~2020~2020~23~Q31~TCC02~AGE~RACE,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2020~2020~9002~Q31~TCC02~AGE~OVERALL,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,37.7,37.7,&,Regional estimates may not represent all states in the region,32.2,43.7,Age Group,Overall,,,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2020~2020~17~Q31~TCC02~AGE~RACE,2020,2020,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,65PLUS,RACE,NAA
BRFSS~2020~2020~21~Q31~TCC02~AGE~RACE,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,46.2,46.2,,,34.7,58.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,5064,RACE,WHT
BRFSS~2020~2020~16~Q31~TCC02~AGE~RACE,2020,2020,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,44.5,44.5,,,31.4,58.5,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,5064,RACE,WHT
BRFSS~2020~2020~21~Q31~TCC02~AGE~RACE,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,65PLUS,RACE,NAA
BRFSS~2020~2020~17~Q31~TCC02~AGE~SEX,2020,2020,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Sex,Female,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,5064,SEX,FEMALE
BRFSS~2020~2020~15~Q31~TCC02~AGE~SEX,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,28.5,28.5,,,19.5,39.6,Age Group,Overall,Sex,Male,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2020~2020~9002~Q31~TCC02~AGE~RACE,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.2,29.2,&,Regional estimates may not represent all states in the region,6.2,72.1,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9002,AGE,65PLUS,RACE,NAA
BRFSS~2020~2020~9002~Q31~TCC02~AGE~SEX,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,45.2,45.2,&,Regional estimates may not represent all states in the region,37.5,53.2,Age Group,Overall,Sex,Female,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2020~2020~23~Q31~TCC02~AGE~RACE,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,30.4,30.4,,,22.0,40.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,5064,RACE,WHT
BRFSS~2020~2020~9002~Q31~TCC02~AGE~SEX,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,39.7,39.7,&,Regional estimates may not represent all states in the region,27.7,53.1,Age Group,50-64 years,Sex,Male,,C06,TCC02,Q31,9002,AGE,5064,SEX,MALE
BRFSS~2020~2020~15~Q31~TCC02~AGE~RACE,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,5064,RACE,HIS
BRFSS~2020~2020~15~Q31~TCC02~AGE~RACE,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2020~2020~26~Q31~TCC02~AGE~OVERALL,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,35.4,35.4,,,25.0,47.5,Age Group,Overall,,,POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2020~2020~23~Q31~TCC02~AGE~RACE,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,65PLUS,RACE,ASN
BRFSS~2020~2020~21~Q31~TCC02~AGE~OVERALL,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,40.5,40.5,,,29.8,52.2,Age Group,65 years or older,,,POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2020~2020~17~Q31~TCC02~AGE~RACE,2020,2020,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2020~2020~26~Q31~TCC02~AGE~RACE,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2020~2020~17~Q31~TCC02~AGE~SEX,2020,2020,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,62.9,62.9,,,47.4,76.2,Age Group,Overall,Sex,Female,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2020~2020~23~Q31~TCC02~AGE~SEX,2020,2020,ME,Maine,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,20.1,20.1,,,13.9,28.0,Age Group,Overall,Sex,Male,POINT (-68.98503133599962 45.254228894000505),C06,TCC02,Q31,23,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2020~2020~16~Q31~TCC02~AGE~OVERALL,2020,2020,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,35.4,35.4,,,27.7,43.9,Age Group,Overall,,,POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2020~2020~9002~Q31~TCC02~AGE~RACE,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,5.5,5.5,&,Regional estimates may not represent all states in the region,0.9,27.3,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9002,AGE,5064,RACE,NAA
BRFSS~2020~2020~21~Q31~TCC02~AGE~RACE,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,44.2,44.2,,,36.1,52.7,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2020~2020~15~Q31~TCC02~AGE~SEX,2020,2020,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.5,26.5,,,15.6,41.4,Age Group,65 years or older,Sex,Male,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,65PLUS,SEX,MALE
BRFSS~2020~2020~9002~Q31~TCC02~AGE~RACE,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,74.1,74.1,&,Regional estimates may not represent all states in the region,37.5,93.2,Age Group,Overall,Race/Ethnicity,Hispanic,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2020~2020~16~Q31~TCC02~AGE~RACE,2020,2020,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,5064,RACE,NAA
BRFSS~2020~2020~21~Q31~TCC02~AGE~RACE,2020,2020,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,5064,RACE,NAA
BRFSS~2020~2020~26~Q31~TCC02~AGE~RACE,2020,2020,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,65PLUS,RACE,BLK
